win_index,start_idx,end_idx,timestamp_start,timestamp_end,recon_mse,score,y_pred,threshold
0,0,59,2020-01-01 00:00:00,2020-01-01 00:00:59,1.8126589793610037e-06,7.201874021640313e-05,0,0.00033404452343737437
1,1,60,2020-01-01 00:00:01,2020-01-01 00:01:00,1.8199299347543274e-06,9.574861906003207e-05,0,0.00033404452343737437
2,2,61,2020-01-01 00:00:02,2020-01-01 00:01:01,1.8171328974858625e-06,0.00012011435423378965,0,0.00033404452343737437
3,3,62,2020-01-01 00:00:03,2020-01-01 00:01:02,1.9394533410377335e-06,0.00014513315233801092,0,0.00033404452343737437
4,4,63,2020-01-01 00:00:04,2020-01-01 00:01:03,1.9944700397900306e-06,0.0001558993410851274,0,0.00033404452343737437
5,5,64,2020-01-01 00:00:05,2020-01-01 00:01:04,2.0465627130761277e-06,0.0001650479992219646,0,0.00033404452343737437
6,6,65,2020-01-01 00:00:06,2020-01-01 00:01:05,2.111693220285815e-06,0.00017347844966155075,0,0.00033404452343737437
7,7,66,2020-01-01 00:00:07,2020-01-01 00:01:06,2.1804100924782688e-06,0.00017874673773933728,0,0.00033404452343737437
8,8,67,2020-01-01 00:00:08,2020-01-01 00:01:07,2.24972086471098e-06,0.00018260331541698955,0,0.00033404452343737437
9,9,68,2020-01-01 00:00:09,2020-01-01 00:01:08,2.3195559606392635e-06,0.0001864438610417502,0,0.00033404452343737437
10,10,69,2020-01-01 00:00:10,2020-01-01 00:01:09,2.398507376710768e-06,0.0001899665013687419,0,0.00033404452343737437
11,11,70,2020-01-01 00:00:11,2020-01-01 00:01:10,2.471384959790157e-06,0.00019322962283955088,0,0.00033404452343737437
12,12,71,2020-01-01 00:00:12,2020-01-01 00:01:11,2.548251359257847e-06,0.0001962052608307983,0,0.00033404452343737437
13,13,72,2020-01-01 00:00:13,2020-01-01 00:01:12,2.615713583509205e-06,0.00019909643119068017,0,0.00033404452343737437
14,14,73,2020-01-01 00:00:14,2020-01-01 00:01:13,2.6943607736029662e-06,0.00020155110230137192,0,0.00033404452343737437
15,15,74,2020-01-01 00:00:15,2020-01-01 00:01:14,2.7698936264641816e-06,0.0002038302586048043,0,0.00033404452343737437
16,16,75,2020-01-01 00:00:16,2020-01-01 00:01:15,2.8530712370411493e-06,0.0002057252526615879,0,0.00033404452343737437
17,17,76,2020-01-01 00:00:17,2020-01-01 00:01:16,2.931652034021681e-06,0.0002096144203928166,0,0.00033404452343737437
18,18,77,2020-01-01 00:00:18,2020-01-01 00:01:17,3.0028988931007916e-06,0.00021455090817263614,0,0.00033404452343737437
19,19,78,2020-01-01 00:00:19,2020-01-01 00:01:18,3.075430186072481e-06,0.00021942166287252412,0,0.00033404452343737437
20,20,79,2020-01-01 00:00:20,2020-01-01 00:01:19,3.1223962650983594e-06,0.00022433516694166298,0,0.00033404452343737437
21,21,80,2020-01-01 00:00:21,2020-01-01 00:01:20,3.162659595545847e-06,0.00022897841907771572,0,0.00033404452343737437
22,22,81,2020-01-01 00:00:22,2020-01-01 00:01:21,3.2038371955422917e-06,0.00023375796029410722,0,0.00033404452343737437
23,23,82,2020-01-01 00:00:23,2020-01-01 00:01:22,3.2427074074803386e-06,0.00023831614193373492,0,0.00033404452343737437
24,24,83,2020-01-01 00:00:24,2020-01-01 00:01:23,3.282042143837316e-06,0.00024084867410627858,0,0.00033404452343737437
25,25,84,2020-01-01 00:00:25,2020-01-01 00:01:24,3.3204530609509675e-06,0.00024208123587803648,0,0.00033404452343737437
26,26,85,2020-01-01 00:00:26,2020-01-01 00:01:25,3.3593792068131734e-06,0.00024338137882295996,0,0.00033404452343737437
27,27,86,2020-01-01 00:00:27,2020-01-01 00:01:26,3.402109086891869e-06,0.00024471458371928226,0,0.00033404452343737437
28,28,87,2020-01-01 00:00:28,2020-01-01 00:01:27,3.437082114032819e-06,0.0002461937131426696,0,0.00033404452343737437
29,29,88,2020-01-01 00:00:29,2020-01-01 00:01:28,3.4797328680724604e-06,0.00024759084252374517,0,0.00033404452343737437
30,30,89,2020-01-01 00:00:30,2020-01-01 00:01:29,3.5248735912318807e-06,0.00024935391515360346,0,0.00033404452343737437
31,31,90,2020-01-01 00:00:31,2020-01-01 00:01:30,3.565553925000131e-06,0.0002511131003432508,0,0.00033404452343737437
32,32,91,2020-01-01 00:00:32,2020-01-01 00:01:31,3.6100298075325554e-06,0.0002529699538302209,0,0.00033404452343737437
33,33,92,2020-01-01 00:00:33,2020-01-01 00:01:32,3.6566518701874884e-06,0.0002547035401221365,0,0.00033404452343737437
34,34,93,2020-01-01 00:00:34,2020-01-01 00:01:33,3.7017102840763982e-06,0.0002563910716811993,0,0.00033404452343737437
