series,start_idx,end_idx,start_time,end_time,win_start,win_end,score_max,score_mean,threshold
D-5,4752,4956,2020-01-01 01:19:12,2020-01-01 01:22:36,4752,4897,0.9704340440886362,0.41005838854471216,0.0008057618064672818
D-5,691,854,2020-01-01 00:11:31,2020-01-01 00:14:14,691,795,0.000893044676299074,0.0008462561170101723,0.0008057618064672818
D-5,3839,3984,2020-01-01 01:03:59,2020-01-01 01:06:24,3839,3925,0.000869466465831335,0.000840567202519087,0.0008057618064672818
D-5,2926,3039,2020-01-01 00:48:46,2020-01-01 00:50:39,2926,2980,0.0008693991445137985,0.000833962212449738,0.0008057618064672818
D-5,29,153,2020-01-01 00:00:29,2020-01-01 00:02:33,29,94,0.000868295003393931,0.0008338185458633548,0.0008057618064672818
D-5,347,500,2020-01-01 00:05:47,2020-01-01 00:08:20,347,441,0.0008637741058399634,0.0008278895938012717,0.0008057618064672818
D-5,4169,4252,2020-01-01 01:09:29,2020-01-01 01:10:52,4169,4193,0.0008607815003155597,0.0008310290898329445,0.0008057618064672818
D-5,3267,3374,2020-01-01 00:54:27,2020-01-01 00:56:14,3267,3315,0.0008601525998009102,0.0008358314051971642,0.0008057618064672818
D-5,5091,5248,2020-01-01 01:24:51,2020-01-01 01:27:28,5091,5189,0.0008594589889980853,0.000836689508799598,0.0008057618064672818
D-5,5459,5534,2020-01-01 01:30:59,2020-01-01 01:32:14,5459,5475,0.0008478000693555388,0.0008294583506639577,0.0008057618064672818
D-5,2275,2351,2020-01-01 00:37:55,2020-01-01 00:39:11,2275,2292,0.000844022916031203,0.0008243482582093705,0.0008057618064672818
D-5,3238,3319,2020-01-01 00:53:58,2020-01-01 00:55:19,3238,3260,0.00084061043370249,0.0008224200725595912,0.0008057618064672818
D-5,4132,4217,2020-01-01 01:08:52,2020-01-01 01:10:17,4132,4158,0.0008382204770376639,0.000825148777698694,0.0008057618064672818
D-5,7046,7155,2020-01-01 01:57:26,2020-01-01 01:59:15,7046,7096,0.0008376667059824934,0.0008198147980725855,0.0008057618064672818
D-5,3559,3641,2020-01-01 00:59:19,2020-01-01 01:00:41,3559,3582,0.0008285865187644958,0.0008188542768558753,0.0008057618064672818
D-5,6059,6128,2020-01-01 01:40:59,2020-01-01 01:42:08,6059,6069,0.0008280894253402948,0.0008180036040192302,0.0008057618064672818
D-5,6427,6502,2020-01-01 01:47:07,2020-01-01 01:48:22,6427,6443,0.0008275501479926918,0.0008178043625309687,0.0008057618064672818
D-5,5433,5500,2020-01-01 01:30:33,2020-01-01 01:31:40,5433,5441,0.0008239339305354016,0.0008156042959955003,0.0008057618064672818
D-5,2240,2314,2020-01-01 00:37:20,2020-01-01 00:38:34,2240,2255,0.0008235350666966822,0.0008135454840417619,0.0008057618064672818
D-5,5198,5271,2020-01-01 01:26:38,2020-01-01 01:27:51,5198,5212,0.0008221921993286481,0.0008146631609027584,0.0008057618064672818
D-5,3,84,2020-01-01 00:00:03,2020-01-01 00:01:24,3,25,0.0008218118288953389,0.000811222048406923,0.0008057618064672818
D-5,5782,5856,2020-01-01 01:36:22,2020-01-01 01:37:36,5782,5797,0.0008217467028381567,0.000815264627038102,0.0008057618064672818
D-5,6470,6554,2020-01-01 01:47:50,2020-01-01 01:49:14,6470,6495,0.0008206194615922868,0.000810418407826756,0.0008057618064672818
D-5,3325,3400,2020-01-01 00:55:25,2020-01-01 00:56:40,3325,3341,0.0008193950967064925,0.0008134456334768661,0.0008057618064672818
D-5,4907,4977,2020-01-01 01:21:47,2020-01-01 01:22:57,4907,4918,0.0008164289340909038,0.0008113991165633446,0.0008057618064672818
D-5,6499,6575,2020-01-01 01:48:19,2020-01-01 01:49:35,6499,6516,0.0008150477743973689,0.000809698470494902,0.0008057618064672818
D-5,7310,7375,2020-01-01 02:01:50,2020-01-01 02:02:55,7310,7316,0.0008149831056860939,0.0008114574783557682,0.0008057618064672818
D-5,993,1056,2020-01-01 00:16:33,2020-01-01 00:17:36,993,997,0.0008143276541626879,0.0008100433391518891,0.0008057618064672818
D-5,2890,2955,2020-01-01 00:48:10,2020-01-01 00:49:15,2890,2896,0.0008142206684819289,0.0008110971848138284,0.0008057618064672818
D-5,6076,6140,2020-01-01 01:41:16,2020-01-01 01:42:20,6076,6081,0.0008121111313812435,0.0008099189948379284,0.0008057618064672818
D-5,7108,7176,2020-01-01 01:58:28,2020-01-01 01:59:36,7108,7117,0.0008113196651850427,0.0008095848848045404,0.0008057618064672818
D-5,969,1036,2020-01-01 00:16:09,2020-01-01 00:17:16,969,977,0.0008111839997582137,0.0008094012838906592,0.0008057618064672818
D-5,2905,2967,2020-01-01 00:48:25,2020-01-01 00:49:27,2905,2908,0.0008110818702594509,0.0008093093866981299,0.0008057618064672818
D-5,5427,5488,2020-01-01 01:30:27,2020-01-01 01:31:28,5427,5429,0.00080891718555774,0.0008075233948017868,0.0008057618064672818
