series,win_idx,point_start_idx,point_end_idx,start_time,end_time,score,threshold
S-2,892,892,951,2020-01-01 00:14:52,2020-01-01 00:15:51,0.9120084728513445,0.9264337070328847
S-2,893,893,952,2020-01-01 00:14:53,2020-01-01 00:15:52,0.9286996807370865,0.9264337070328847
S-2,894,894,953,2020-01-01 00:14:54,2020-01-01 00:15:53,0.9450351170131137,0.9264337070328847
S-2,895,895,954,2020-01-01 00:14:55,2020-01-01 00:15:54,0.9586896215166363,0.9264337070328847
S-2,896,896,955,2020-01-01 00:14:56,2020-01-01 00:15:55,0.9680749177932738,0.9264337070328847
S-2,897,897,956,2020-01-01 00:14:57,2020-01-01 00:15:56,0.9710718223026819,0.9264337070328847
S-2,898,898,957,2020-01-01 00:14:58,2020-01-01 00:15:57,0.9665171674319675,0.9264337070328847
S-2,899,899,958,2020-01-01 00:14:59,2020-01-01 00:15:58,0.9535021781921386,0.9264337070328847
S-2,900,900,959,2020-01-01 00:15:00,2020-01-01 00:15:59,0.9309866513524736,0.9264337070328847
S-2,901,901,960,2020-01-01 00:15:01,2020-01-01 00:16:00,0.9037617530141557,0.9264337070328847
