series,start_idx,end_idx,start_time,end_time,win_start,win_end,score_max,score_mean,threshold
F-7,2629,2991,2020-01-01 00:43:49,2020-01-01 00:49:51,2629,2932,0.9473199418612888,0.6423533481258646,0.21560581879956378
F-7,4513,4767,2020-01-01 01:15:13,2020-01-01 01:19:27,4513,4708,0.9383607677050999,0.682049530316633,0.21560581879956378
F-7,2372,2611,2020-01-01 00:39:32,2020-01-01 00:43:31,2372,2552,0.8513427291597638,0.5441521020295963,0.21560581879956378
F-7,3279,3579,2020-01-01 00:54:39,2020-01-01 00:59:39,3279,3520,0.8463953052248273,0.5764868856180094,0.21560581879956378
F-7,1257,1642,2020-01-01 00:20:57,2020-01-01 00:27:22,1257,1583,0.8170605812753949,0.5459059031640352,0.21560581879956378
F-7,3026,3266,2020-01-01 00:50:26,2020-01-01 00:54:26,3026,3207,0.8166303294045584,0.5985428249255829,0.21560581879956378
F-7,3980,4340,2020-01-01 01:06:20,2020-01-01 01:12:20,3980,4281,0.8146387934684753,0.5250522535410599,0.21560581879956378
F-7,1974,2290,2020-01-01 00:32:54,2020-01-01 00:38:10,1974,2231,0.8056657484599522,0.5866713265280918,0.21560581879956378
F-7,4857,5053,2020-01-01 01:20:57,2020-01-01 01:24:13,4857,4994,0.8017984032630919,0.5504071138043335,0.21560581879956378
F-7,1695,1906,2020-01-01 00:28:15,2020-01-01 00:31:46,1695,1847,0.8003394944327218,0.6048338706113822,0.21560581879956378
F-7,395,626,2020-01-01 00:06:35,2020-01-01 00:10:26,395,567,0.7985380291938781,0.5800239640779479,0.21560581879956378
F-7,3546,3775,2020-01-01 00:59:06,2020-01-01 01:02:55,3546,3716,0.7834567427635193,0.6068426082432021,0.21560581879956378
F-7,3740,3970,2020-01-01 01:02:20,2020-01-01 01:06:10,3740,3911,0.7694023166384016,0.6048591441515078,0.21560581879956378
F-7,1,303,2020-01-01 00:00:01,2020-01-01 00:05:03,1,244,0.7613251038960048,0.49540663572503757,0.21560581879956378
F-7,4392,4561,2020-01-01 01:13:12,2020-01-01 01:16:01,4392,4502,0.7250359143529619,0.5316781805614861,0.21560581879956378
F-7,259,439,2020-01-01 00:04:19,2020-01-01 00:07:19,259,380,0.6857794693538121,0.48992796894817214,0.21560581879956378
F-7,1108,1306,2020-01-01 00:18:28,2020-01-01 00:21:46,1108,1247,0.6831357989992414,0.5222565927979897,0.21560581879956378
F-7,705,996,2020-01-01 00:11:45,2020-01-01 00:16:36,705,937,0.6810419729777744,0.48371834380541884,0.21560581879956378
F-7,958,1102,2020-01-01 00:15:58,2020-01-01 00:18:22,958,1043,0.42791041731834406,0.2912594169328775,0.21560581879956378
F-7,579,699,2020-01-01 00:09:39,2020-01-01 00:11:39,579,640,0.39609077147075106,0.3285508086810463,0.21560581879956378
F-7,1864,1978,2020-01-01 00:31:04,2020-01-01 00:32:58,1864,1919,0.31172768133027207,0.2792563682079923,0.21560581879956378
F-7,4755,4853,2020-01-01 01:19:15,2020-01-01 01:20:53,4755,4794,0.289690511567252,0.2515706344374588,0.21560581879956378
F-7,2266,2379,2020-01-01 00:37:46,2020-01-01 00:39:39,2266,2320,0.28283351659774775,0.24422444914068497,0.21560581879956378
F-7,2566,2677,2020-01-01 00:42:46,2020-01-01 00:44:37,2566,2618,0.2768658740179879,0.24375808616532788,0.21560581879956378
F-7,4346,4419,2020-01-01 01:12:26,2020-01-01 01:13:39,4346,4360,0.259288741009576,0.24595797374134967,0.21560581879956378
F-7,3262,3325,2020-01-01 00:54:22,2020-01-01 00:55:25,3262,3266,0.23319859376975466,0.22645934351852964,0.21560581879956378
F-7,3946,4008,2020-01-01 01:05:46,2020-01-01 01:06:48,3946,3949,0.2228797972202301,0.22079004879508696,0.21560581879956378
F-7,4747,4809,2020-01-01 01:19:07,2020-01-01 01:20:09,4747,4750,0.2182604627949851,0.21731339448264667,0.21560581879956378
