series,start_idx,end_idx,start_time,end_time,win_start,win_end,score_max,score_mean,threshold
A-3,4558,4720,2020-01-01 01:15:58,2020-01-01 01:18:40,4558,4661,0.9174146396773203,0.5990354013526914,0.07408644365412846
A-3,4675,4839,2020-01-01 01:17:55,2020-01-01 01:20:39,4675,4780,0.3958782638822283,0.24579444019477864,0.07408644365412846
A-3,6078,6301,2020-01-01 01:41:18,2020-01-01 01:45:01,6078,6242,0.2137219224657331,0.12317132145424424,0.07408644365412846
A-3,5004,5256,2020-01-01 01:23:24,2020-01-01 01:27:36,5004,5197,0.19850633825574604,0.11834710381584945,0.07408644365412846
A-3,1427,1570,2020-01-01 00:23:47,2020-01-01 00:26:10,1427,1511,0.17751899361610413,0.1360172824574118,0.07408644365412846
A-3,3891,4032,2020-01-01 01:04:51,2020-01-01 01:07:12,3891,3973,0.17548105333532607,0.1401239923440343,0.07408644365412846
A-3,1163,1434,2020-01-01 00:19:23,2020-01-01 00:23:54,1163,1375,0.16041823157242366,0.11366192327398807,0.07408644365412846
A-3,7931,8058,2020-01-01 02:12:11,2020-01-01 02:14:18,7931,7999,0.15633079622473034,0.10385401551582799,0.07408644365412846
A-3,7833,7956,2020-01-01 02:10:33,2020-01-01 02:12:36,7833,7897,0.15406259255749835,0.10921725578360503,0.07408644365412846
A-3,7487,7763,2020-01-01 02:04:47,2020-01-01 02:09:23,7487,7704,0.1538049110344478,0.1027827157979516,0.07408644365412846
A-3,6478,6666,2020-01-01 01:47:58,2020-01-01 01:51:06,6478,6607,0.1526004672050476,0.1099072640823139,0.07408644365412846
A-3,6800,6947,2020-01-01 01:53:20,2020-01-01 01:55:47,6800,6888,0.15178585478237697,0.12214527433412223,0.07408644365412846
A-3,25,218,2020-01-01 00:00:25,2020-01-01 00:03:38,25,159,0.14687293342181612,0.10147609194277454,0.07408644365412846
A-3,6894,7013,2020-01-01 01:54:54,2020-01-01 01:56:53,6894,6954,0.14668101923806326,0.11251514520173331,0.07408644365412846
A-3,5318,5502,2020-01-01 01:28:38,2020-01-01 01:31:42,5318,5443,0.1463771675314222,0.11304693860836039,0.07408644365412846
A-3,3252,3378,2020-01-01 00:54:12,2020-01-01 00:56:18,3252,3319,0.1432344785758427,0.11814797580429985,0.07408644365412846
A-3,5618,5740,2020-01-01 01:33:38,2020-01-01 01:35:40,5618,5681,0.14152840631348745,0.12012366759258189,0.07408644365412846
A-3,501,758,2020-01-01 00:08:21,2020-01-01 00:12:38,501,699,0.14089812338352203,0.10915468636116617,0.07408644365412846
