series,start_idx,end_idx,start_time,end_time,win_start,win_end,score_max,score_mean,threshold
E-13,6992,7104,2020-01-01 01:56:32,2020-01-01 01:58:24,6992,7045,0.8063457948820931,0.6139258633530328,0.4201931399958474
E-13,6432,6540,2020-01-01 01:47:12,2020-01-01 01:49:00,6432,6481,0.7999935320445468,0.6337374853236334,0.4201931399958474
E-13,3611,3698,2020-01-01 01:00:11,2020-01-01 01:01:38,3611,3639,0.6312298689569745,0.5653497655990676,0.4201931399958474
E-13,3903,3989,2020-01-01 01:05:03,2020-01-01 01:06:29,3903,3930,0.6103650501796177,0.5147413548310192,0.4201931399958474
E-13,1146,1230,2020-01-01 00:19:06,2020-01-01 00:20:30,1146,1171,0.6081848229680743,0.5209528461589918,0.4201931399958474
E-13,4142,4221,2020-01-01 01:09:02,2020-01-01 01:10:21,4142,4162,0.5967542699405124,0.5284022644263546,0.4201931399958474
E-13,5340,5464,2020-01-01 01:29:00,2020-01-01 01:31:04,5340,5405,0.5967154332569666,0.5354150979420839,0.4201931399958474
E-13,801,881,2020-01-01 00:13:21,2020-01-01 00:14:41,801,822,0.5949668203081403,0.4950482893686789,0.4201931399958474
E-13,8233,8319,2020-01-01 02:17:13,2020-01-01 02:18:39,8233,8260,0.5937405824661254,0.5163477137684821,0.4201931399958474
E-13,5038,5109,2020-01-01 01:23:58,2020-01-01 01:25:09,5038,5050,0.591725264276777,0.5170821229835133,0.4201931399958474
E-13,7094,7173,2020-01-01 01:58:14,2020-01-01 01:59:33,7094,7114,0.5771575910704476,0.5036533452621123,0.4201931399958474
E-13,4003,4079,2020-01-01 01:06:43,2020-01-01 01:07:59,4003,4020,0.56202575138637,0.5031873136758804,0.4201931399958474
E-13,2666,2745,2020-01-01 00:44:26,2020-01-01 00:45:45,2666,2686,0.5612505844661168,0.5052557026042419,0.4201931399958474
E-13,3657,3728,2020-01-01 01:00:57,2020-01-01 01:02:08,3657,3669,0.5583849889891488,0.4959892021430718,0.4201931399958474
E-13,1286,1366,2020-01-01 00:21:26,2020-01-01 00:22:46,1286,1307,0.5539591142109461,0.5022346536060431,0.4201931399958474
E-13,8194,8280,2020-01-01 02:16:34,2020-01-01 02:18:00,8194,8221,0.5496773294040135,0.47725614327557236,0.4201931399958474
E-13,5185,5264,2020-01-01 01:26:25,2020-01-01 01:27:44,5185,5205,0.5463844963482447,0.5042941927098903,0.4201931399958474
E-13,5614,5692,2020-01-01 01:33:34,2020-01-01 01:34:52,5614,5633,0.5401627506528581,0.48790039760725834,0.4201931399958474
E-13,3807,3883,2020-01-01 01:03:27,2020-01-01 01:04:43,3807,3824,0.5228536001273564,0.48359823203276064,0.4201931399958474
E-13,5871,5941,2020-01-01 01:37:51,2020-01-01 01:39:01,5871,5882,0.5179709664412907,0.47781965952543987,0.4201931399958474
E-13,951,1028,2020-01-01 00:15:51,2020-01-01 00:17:08,951,969,0.5178130269050597,0.48493244056414836,0.4201931399958474
E-13,8139,8214,2020-01-01 02:15:39,2020-01-01 02:16:54,8139,8155,0.5105335712432861,0.4826345441221189,0.4201931399958474
E-13,2186,2251,2020-01-01 00:36:26,2020-01-01 00:37:31,2186,2192,0.5025861816746848,0.4754760557291458,0.4201931399958474
E-13,8574,8637,2020-01-01 02:22:54,2020-01-01 02:23:57,8574,8578,0.49752868924822125,0.45384577597890574,0.4201931399958474
E-13,7895,7961,2020-01-01 02:11:35,2020-01-01 02:12:41,7895,7902,0.4705180270331246,0.45075804154787746,0.4201931399958474
E-13,7811,7884,2020-01-01 02:10:11,2020-01-01 02:11:24,7811,7825,0.46419061933244976,0.45171634043966014,0.4201931399958474
E-13,7253,7316,2020-01-01 02:00:53,2020-01-01 02:01:56,7253,7257,0.4431724633489336,0.43514350312096733,0.4201931399958474
E-13,865,929,2020-01-01 00:14:25,2020-01-01 00:15:29,865,870,0.44263144050325665,0.43431991551603594,0.4201931399958474
E-13,3471,3539,2020-01-01 00:57:51,2020-01-01 00:58:59,3471,3480,0.44226977654865807,0.43453343723501475,0.4201931399958474
E-13,5591,5656,2020-01-01 01:33:11,2020-01-01 01:34:16,5591,5597,0.4380606370312827,0.4322705822331564,0.4201931399958474
E-13,3948,4010,2020-01-01 01:05:48,2020-01-01 01:06:50,3948,3951,0.42822618143899094,0.42485429559435156,0.4201931399958474
