win_index,start_idx,end_idx,timestamp_start,timestamp_end,recon_mse,score,y_pred,threshold
0,0,59,2020-01-01 00:00:00,2020-01-01 00:00:59,3.142941204714589e-05,1.807291839993143e-07,0,0.8633064286368233
1,1,60,2020-01-01 00:00:01,2020-01-01 00:01:00,3.142941204714589e-05,2.259114799991429e-07,0,0.8633064286368233
2,2,61,2020-01-01 00:00:02,2020-01-01 00:01:01,3.142941204714589e-05,2.7109377599897145e-07,0,0.8633064286368233
3,3,62,2020-01-01 00:00:03,2020-01-01 00:01:02,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
4,4,63,2020-01-01 00:00:04,2020-01-01 00:01:03,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
5,5,64,2020-01-01 00:00:05,2020-01-01 00:01:04,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
6,6,65,2020-01-01 00:00:06,2020-01-01 00:01:05,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
7,7,66,2020-01-01 00:00:07,2020-01-01 00:01:06,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
8,8,67,2020-01-01 00:00:08,2020-01-01 00:01:07,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
9,9,68,2020-01-01 00:00:09,2020-01-01 00:01:08,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
10,10,69,2020-01-01 00:00:10,2020-01-01 00:01:09,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
11,11,70,2020-01-01 00:00:11,2020-01-01 00:01:10,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
12,12,71,2020-01-01 00:00:12,2020-01-01 00:01:11,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
13,13,72,2020-01-01 00:00:13,2020-01-01 00:01:12,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
14,14,73,2020-01-01 00:00:14,2020-01-01 00:01:13,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
15,15,74,2020-01-01 00:00:15,2020-01-01 00:01:14,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
16,16,75,2020-01-01 00:00:16,2020-01-01 00:01:15,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
17,17,76,2020-01-01 00:00:17,2020-01-01 00:01:16,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
18,18,77,2020-01-01 00:00:18,2020-01-01 00:01:17,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
19,19,78,2020-01-01 00:00:19,2020-01-01 00:01:18,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
20,20,79,2020-01-01 00:00:20,2020-01-01 00:01:19,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
21,21,80,2020-01-01 00:00:21,2020-01-01 00:01:20,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
22,22,81,2020-01-01 00:00:22,2020-01-01 00:01:21,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
23,23,82,2020-01-01 00:00:23,2020-01-01 00:01:22,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
24,24,83,2020-01-01 00:00:24,2020-01-01 00:01:23,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
25,25,84,2020-01-01 00:00:25,2020-01-01 00:01:24,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
26,26,85,2020-01-01 00:00:26,2020-01-01 00:01:25,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
27,27,86,2020-01-01 00:00:27,2020-01-01 00:01:26,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
28,28,87,2020-01-01 00:00:28,2020-01-01 00:01:27,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
29,29,88,2020-01-01 00:00:29,2020-01-01 00:01:28,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
30,30,89,2020-01-01 00:00:30,2020-01-01 00:01:29,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
31,31,90,2020-01-01 00:00:31,2020-01-01 00:01:30,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
32,32,91,2020-01-01 00:00:32,2020-01-01 00:01:31,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
33,33,92,2020-01-01 00:00:33,2020-01-01 00:01:32,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
34,34,93,2020-01-01 00:00:34,2020-01-01 00:01:33,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
35,35,94,2020-01-01 00:00:35,2020-01-01 00:01:34,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
36,36,95,2020-01-01 00:00:36,2020-01-01 00:01:35,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
37,37,96,2020-01-01 00:00:37,2020-01-01 00:01:36,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
38,38,97,2020-01-01 00:00:38,2020-01-01 00:01:37,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
39,39,98,2020-01-01 00:00:39,2020-01-01 00:01:38,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
40,40,99,2020-01-01 00:00:40,2020-01-01 00:01:39,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
41,41,100,2020-01-01 00:00:41,2020-01-01 00:01:40,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
42,42,101,2020-01-01 00:00:42,2020-01-01 00:01:41,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
43,43,102,2020-01-01 00:00:43,2020-01-01 00:01:42,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
44,44,103,2020-01-01 00:00:44,2020-01-01 00:01:43,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
45,45,104,2020-01-01 00:00:45,2020-01-01 00:01:44,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
46,46,105,2020-01-01 00:00:46,2020-01-01 00:01:45,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
47,47,106,2020-01-01 00:00:47,2020-01-01 00:01:46,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
48,48,107,2020-01-01 00:00:48,2020-01-01 00:01:47,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
49,49,108,2020-01-01 00:00:49,2020-01-01 00:01:48,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
50,50,109,2020-01-01 00:00:50,2020-01-01 00:01:49,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
51,51,110,2020-01-01 00:00:51,2020-01-01 00:01:50,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
52,52,111,2020-01-01 00:00:52,2020-01-01 00:01:51,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
53,53,112,2020-01-01 00:00:53,2020-01-01 00:01:52,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
54,54,113,2020-01-01 00:00:54,2020-01-01 00:01:53,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
55,55,114,2020-01-01 00:00:55,2020-01-01 00:01:54,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
56,56,115,2020-01-01 00:00:56,2020-01-01 00:01:55,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
57,57,116,2020-01-01 00:00:57,2020-01-01 00:01:56,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
58,58,117,2020-01-01 00:00:58,2020-01-01 00:01:57,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
59,59,118,2020-01-01 00:00:59,2020-01-01 00:01:58,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
60,60,119,2020-01-01 00:01:00,2020-01-01 00:01:59,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
61,61,120,2020-01-01 00:01:01,2020-01-01 00:02:00,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
62,62,121,2020-01-01 00:01:02,2020-01-01 00:02:01,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
63,63,122,2020-01-01 00:01:03,2020-01-01 00:02:02,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
64,64,123,2020-01-01 00:01:04,2020-01-01 00:02:03,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
65,65,124,2020-01-01 00:01:05,2020-01-01 00:02:04,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
66,66,125,2020-01-01 00:01:06,2020-01-01 00:02:05,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
67,67,126,2020-01-01 00:01:07,2020-01-01 00:02:06,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
68,68,127,2020-01-01 00:01:08,2020-01-01 00:02:07,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
69,69,128,2020-01-01 00:01:09,2020-01-01 00:02:08,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
70,70,129,2020-01-01 00:01:10,2020-01-01 00:02:09,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
71,71,130,2020-01-01 00:01:11,2020-01-01 00:02:10,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
72,72,131,2020-01-01 00:01:12,2020-01-01 00:02:11,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
73,73,132,2020-01-01 00:01:13,2020-01-01 00:02:12,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
74,74,133,2020-01-01 00:01:14,2020-01-01 00:02:13,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
75,75,134,2020-01-01 00:01:15,2020-01-01 00:02:14,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
76,76,135,2020-01-01 00:01:16,2020-01-01 00:02:15,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
77,77,136,2020-01-01 00:01:17,2020-01-01 00:02:16,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
78,78,137,2020-01-01 00:01:18,2020-01-01 00:02:17,3.142941204714589e-05,3.1627607199880003e-07,0,0.8633064286368233
