series,start_idx,end_idx,start_time,end_time,win_start,win_end,score_max,score_mean,threshold
G-7,3615,3789,2020-01-01 01:00:15,2020-01-01 01:03:09,3615,3730,0.6746791516031538,0.46929373672883495,0.20180710085800713
G-7,7541,7724,2020-01-01 02:05:41,2020-01-01 02:08:44,7541,7665,0.6499590362821306,0.47586381401334477,0.20180710085800713
G-7,5014,5215,2020-01-01 01:23:34,2020-01-01 01:26:55,5014,5156,0.578485335622515,0.40938396902232027,0.20180710085800713
G-7,3178,3349,2020-01-01 00:52:58,2020-01-01 00:55:49,3178,3290,0.2712506822177342,0.23570085731340867,0.20180710085800713
G-7,4472,4586,2020-01-01 01:14:32,2020-01-01 01:16:26,4472,4527,0.26541732464517864,0.2450303136732201,0.20180710085800713
G-7,1171,1284,2020-01-01 00:19:31,2020-01-01 00:21:24,1171,1225,0.2517165669373103,0.23519384992587103,0.20180710085800713
G-7,4328,4441,2020-01-01 01:12:08,2020-01-01 01:14:01,4328,4382,0.247552929180009,0.24259298168993615,0.20180710085800713
G-7,1363,1476,2020-01-01 00:22:43,2020-01-01 00:24:36,1363,1417,0.247552929180009,0.24259298168993615,0.20180710085800713
G-7,549,662,2020-01-01 00:09:09,2020-01-01 00:11:02,549,603,0.247552929180009,0.24259298168993615,0.20180710085800713
G-7,5651,5764,2020-01-01 01:34:11,2020-01-01 01:36:04,5651,5705,0.247552929180009,0.24259298168993615,0.20180710085800713
G-7,6269,6382,2020-01-01 01:44:29,2020-01-01 01:46:22,6269,6323,0.247552929180009,0.24259298168993615,0.20180710085800713
G-7,7936,8026,2020-01-01 02:12:16,2020-01-01 02:13:46,7936,7967,0.247552929180009,0.2402675558613347,0.20180710085800713
G-7,7213,7326,2020-01-01 02:00:13,2020-01-01 02:02:06,7213,7267,0.247552929180009,0.24259298168993615,0.20180710085800713
G-7,1822,1935,2020-01-01 00:30:22,2020-01-01 00:32:15,1822,1876,0.247552929180009,0.24259298168993615,0.20180710085800713
G-7,3786,3899,2020-01-01 01:03:06,2020-01-01 01:04:59,3786,3840,0.247552929180009,0.24259298168993615,0.20180710085800713
G-7,3946,4059,2020-01-01 01:05:46,2020-01-01 01:07:39,3946,4000,0.23330653139523094,0.22066415749587015,0.20180710085800713
G-7,451,563,2020-01-01 00:07:31,2020-01-01 00:09:23,451,504,0.2276575905936105,0.21851605212404607,0.20180710085800713
G-7,3878,3990,2020-01-01 01:04:38,2020-01-01 01:06:30,3878,3931,0.2276575905936105,0.21851605212404607,0.20180710085800713
G-7,2632,2744,2020-01-01 00:43:52,2020-01-01 00:45:44,2632,2685,0.2276575905936105,0.21851605212404607,0.20180710085800713
G-7,2693,2805,2020-01-01 00:44:53,2020-01-01 00:46:45,2693,2746,0.2276575905936105,0.22227828113963358,0.20180710085800713
G-7,3311,3423,2020-01-01 00:55:11,2020-01-01 00:57:03,3311,3364,0.2276575905936105,0.21840214749019607,0.20180710085800713
G-7,1271,1383,2020-01-01 00:21:11,2020-01-01 00:23:03,1271,1324,0.2276575905936105,0.21851605212404607,0.20180710085800713
G-7,1925,2037,2020-01-01 00:32:05,2020-01-01 00:33:57,1925,1978,0.2276575905936105,0.21851605212404607,0.20180710085800713
G-7,2023,2135,2020-01-01 00:33:43,2020-01-01 00:35:35,2023,2076,0.2276575905936105,0.21851605212404607,0.20180710085800713
G-7,2530,2642,2020-01-01 00:42:10,2020-01-01 00:44:02,2530,2583,0.2276575905936105,0.21851605212404607,0.20180710085800713
G-7,5748,5860,2020-01-01 01:35:48,2020-01-01 01:37:40,5748,5801,0.2276575905936105,0.21851605212404607,0.20180710085800713
G-7,5549,5661,2020-01-01 01:32:29,2020-01-01 01:34:21,5549,5602,0.2276575905936105,0.21851605212404607,0.20180710085800713
G-7,4397,4509,2020-01-01 01:13:17,2020-01-01 01:15:09,4397,4450,0.2276575905936105,0.21777720264499145,0.20180710085800713
G-7,4954,5066,2020-01-01 01:22:34,2020-01-01 01:24:26,4954,5007,0.2276575905936105,0.21851605212404607,0.20180710085800713
G-7,7124,7236,2020-01-01 01:58:44,2020-01-01 02:00:36,7124,7177,0.2276575905936105,0.21851605212404607,0.20180710085800713
G-7,7023,7135,2020-01-01 01:57:03,2020-01-01 01:58:55,7023,7076,0.2276575905936105,0.21851605212404607,0.20180710085800713
G-7,7741,7853,2020-01-01 02:09:01,2020-01-01 02:10:53,7741,7794,0.2276575905936105,0.21851605212404607,0.20180710085800713
G-7,7843,7955,2020-01-01 02:10:43,2020-01-01 02:12:35,7843,7896,0.2276575905936105,0.21851605212404607,0.20180710085800713
