series,start_idx,end_idx,start_time,end_time,win_start,win_end,score_max,score_mean,threshold
C-1,235,964,2020-01-01 00:03:55,2020-01-01 00:16:04,235,905,0.9169774992125375,0.18752198911606885,0.0066993862523564264
C-1,942,1092,2020-01-01 00:15:42,2020-01-01 00:18:12,942,1033,0.45565235189029146,0.25253613029464916,0.0066993862523564264
C-1,1936,2263,2020-01-01 00:32:16,2020-01-01 00:37:43,1936,2204,0.41010728052684237,0.12503288815754296,0.0066993862523564264
C-1,1421,1686,2020-01-01 00:23:41,2020-01-01 00:28:06,1421,1627,0.30849432519504005,0.09640273101747696,0.0066993862523564264
C-1,1167,1401,2020-01-01 00:19:27,2020-01-01 00:23:21,1167,1342,0.30511855653354103,0.095862371370789,0.0066993862523564264
C-1,1774,1969,2020-01-01 00:29:34,2020-01-01 00:32:49,1774,1910,0.2659078453268323,0.11608637862875706,0.0066993862523564264
C-1,1653,1810,2020-01-01 00:27:33,2020-01-01 00:30:10,1653,1751,0.04474375024437903,0.028965383143840197,0.0066993862523564264
C-1,1070,1153,2020-01-01 00:17:50,2020-01-01 00:19:13,1070,1094,0.012232642088617596,0.009887188843318394,0.0066993862523564264
C-1,2,115,2020-01-01 00:00:02,2020-01-01 00:01:55,2,56,0.0083372543698975,0.007149657093036873,0.0066993862523564264
C-1,60,237,2020-01-01 00:01:00,2020-01-01 00:03:57,60,178,0.008258122950792313,0.00730381794620444,0.0066993862523564264
C-1,214,290,2020-01-01 00:03:34,2020-01-01 00:04:50,214,231,0.007483209483325481,0.0071317905537961485,0.0066993862523564264
C-1,186,258,2020-01-01 00:03:06,2020-01-01 00:04:18,186,199,0.0071250516921281815,0.006954169095664911,0.0066993862523564264
