series,start_idx,end_idx,start_time,end_time,win_start,win_end,score_max,score_mean,threshold
E-6,5553,5717,2020-01-01 01:32:33,2020-01-01 01:35:17,5553,5658,0.761435738631657,0.5014309045862839,4.8903183986632417e-05
E-6,7873,7936,2020-01-01 02:11:13,2020-01-01 02:12:16,7873,7877,5.2183407335957904e-05,5.0556684384771085e-05,4.8903183986632417e-05
E-6,2783,2858,2020-01-01 00:46:23,2020-01-01 00:47:38,2783,2799,5.186448236470044e-05,4.9650633451822335e-05,4.8903183986632417e-05
E-6,4162,4237,2020-01-01 01:09:22,2020-01-01 01:10:37,4162,4178,5.186448236470044e-05,4.9650633451822335e-05,4.8903183986632417e-05
E-6,1762,1825,2020-01-01 00:29:22,2020-01-01 00:30:25,1762,1766,5.183724923491744e-05,4.9995617986756506e-05,4.8903183986632417e-05
E-6,6085,6159,2020-01-01 01:41:25,2020-01-01 01:42:39,6085,6100,5.1749443498140734e-05,4.9458978667514324e-05,4.8903183986632417e-05
E-6,8155,8229,2020-01-01 02:15:55,2020-01-01 02:17:09,8155,8170,5.167800242946084e-05,4.9430441907004146e-05,4.8903183986632417e-05
E-6,6173,6249,2020-01-01 01:42:53,2020-01-01 01:44:09,6173,6190,5.167132310037101e-05,4.9487744959945317e-05,4.8903183986632417e-05
E-6,6678,6751,2020-01-01 01:51:18,2020-01-01 01:52:31,6678,6692,5.148411998691569e-05,4.941040422723052e-05,4.8903183986632417e-05
E-6,2685,2760,2020-01-01 00:44:45,2020-01-01 00:46:00,2685,2701,5.146630220614108e-05,4.939672845550773e-05,4.8903183986632417e-05
E-6,7531,7599,2020-01-01 02:05:31,2020-01-01 02:06:39,7531,7540,5.146237500801882e-05,4.9362711875541465e-05,4.8903183986632417e-05
E-6,5007,5068,2020-01-01 01:23:27,2020-01-01 01:24:28,5007,5009,5.115003919594787e-05,4.9851253217119454e-05,4.8903183986632417e-05
E-6,1414,1477,2020-01-01 00:23:34,2020-01-01 00:24:37,1414,1418,5.0960644460116904e-05,4.992471752172735e-05,4.8903183986632417e-05
E-6,6980,7043,2020-01-01 01:56:20,2020-01-01 01:57:23,6980,6984,5.0945539831965494e-05,5.0290002348317234e-05,4.8903183986632417e-05
E-6,2987,3050,2020-01-01 00:49:47,2020-01-01 00:50:50,2987,2991,5.0714800246558813e-05,5.0003262211768224e-05,4.8903183986632417e-05
E-6,4978,5062,2020-01-01 01:22:58,2020-01-01 01:24:22,4978,5003,5.0668635854630596e-05,4.988931435106608e-05,4.8903183986632417e-05
