series,start_idx,end_idx,start_time,end_time,win_start,win_end,score_max,score_mean,threshold
P-10,4378,6099,2020-01-01 01:12:58,2020-01-01 01:41:39,4378,6040,0.9005944643701824,0.054269100137869786,0.0001725516839152468
P-10,70,1763,2020-01-01 00:01:10,2020-01-01 00:29:23,70,1704,0.00023498201257357972,0.0001912837730740083,0.0001725516839152468
P-10,2554,3609,2020-01-01 00:42:34,2020-01-01 01:00:09,2554,3550,0.0002282862561904559,0.00019124507873601927,0.0001725516839152468
P-10,3558,4040,2020-01-01 00:59:18,2020-01-01 01:07:20,3558,3981,0.0002273781013043065,0.00019394500206098596,0.0001725516839152468
P-10,1734,1974,2020-01-01 00:28:54,2020-01-01 00:32:54,1734,1915,0.00021496247375450494,0.00018816219477912815,0.0001725516839152468
P-10,2189,2359,2020-01-01 00:36:29,2020-01-01 00:39:19,2189,2300,0.0002087790032549362,0.00018419036874844577,0.0001725516839152468
P-10,2325,2578,2020-01-01 00:38:45,2020-01-01 00:42:58,2325,2519,0.0002081657023934115,0.00018878890683421618,0.0001725516839152468
P-10,1948,2233,2020-01-01 00:32:28,2020-01-01 00:37:13,1948,2174,0.00020000693621113896,0.00018352242633846161,0.0001725516839152468
P-10,4125,4303,2020-01-01 01:08:45,2020-01-01 01:11:43,4125,4244,0.00019730855170304755,0.00018537231685297143,0.0001725516839152468
P-10,4248,4421,2020-01-01 01:10:48,2020-01-01 01:13:41,4248,4362,0.00019595228202108826,0.00018346319392667675,0.0001725516839152468
P-10,3,125,2020-01-01 00:00:03,2020-01-01 00:02:05,3,66,0.00019505683823289085,0.00018437455857370618,0.0001725516839152468
P-10,3985,4096,2020-01-01 01:06:25,2020-01-01 01:08:16,3985,4037,0.00019227697131490068,0.00018090795816347189,0.0001725516839152468
P-10,4093,4177,2020-01-01 01:08:13,2020-01-01 01:09:37,4093,4118,0.00018691622972255573,0.00017845674885173357,0.0001725516839152468
P-10,1711,1776,2020-01-01 00:28:31,2020-01-01 00:29:36,1711,1717,0.00018276350497866846,0.00017598125821084007,0.0001725516839152468
P-10,2319,2380,2020-01-01 00:38:39,2020-01-01 00:39:40,2319,2321,0.00018006826160542132,0.0001757319003532064,0.0001725516839152468
P-10,4083,4148,2020-01-01 01:08:03,2020-01-01 01:09:08,4083,4089,0.00017968590795395094,0.00017596185991388498,0.0001725516839152468
P-10,2304,2367,2020-01-01 00:38:24,2020-01-01 00:39:27,2304,2308,0.00017870592481423434,0.00017519109720264426,0.0001725516839152468
P-10,1723,1785,2020-01-01 00:28:43,2020-01-01 00:29:45,1723,1726,0.00017761276103556156,0.00017495909508267814,0.0001725516839152468
P-10,2548,2609,2020-01-01 00:42:28,2020-01-01 00:43:29,2548,2550,0.00017736290049340041,0.00017625640334916254,0.0001725516839152468
P-10,2528,2589,2020-01-01 00:42:08,2020-01-01 00:43:09,2528,2530,0.00017522860019068633,0.0001734459406829306,0.0001725516839152468
