win_index,start_idx,end_idx,timestamp_start,timestamp_end,recon_mse,score,y_pred,threshold
0,0,59,2020-01-01 00:00:00,2020-01-01 00:00:59,0.0001424794754711911,0.10536268140588488,1,0.10126117297581264
1,1,60,2020-01-01 00:00:01,2020-01-01 00:01:00,0.0001479711791034788,0.1315732321568898,1,0.10126117297581264
2,2,61,2020-01-01 00:00:02,2020-01-01 00:01:01,0.00015282785170711577,0.1576686054468155,1,0.10126117297581264
3,3,62,2020-01-01 00:00:03,2020-01-01 00:01:02,0.00015777620137669146,0.18367638119629448,1,0.10126117297581264
4,4,63,2020-01-01 00:00:04,2020-01-01 00:01:03,0.00016231353220064193,0.18314411171845024,1,0.10126117297581264
5,5,64,2020-01-01 00:00:05,2020-01-01 00:01:04,0.0001662070135353133,0.18246268800326754,1,0.10126117297581264
6,6,65,2020-01-01 00:00:06,2020-01-01 00:01:05,0.00016998079081531614,0.1818019960607801,1,0.10126117297581264
7,7,66,2020-01-01 00:00:07,2020-01-01 00:01:06,0.0001729462092043832,0.18096471045698437,1,0.10126117297581264
8,8,67,2020-01-01 00:00:08,2020-01-01 00:01:07,0.00017534436483401805,0.1800490149429866,1,0.10126117297581264
9,9,68,2020-01-01 00:00:09,2020-01-01 00:01:08,0.00017770940030459315,0.17910256556102208,1,0.10126117297581264
10,10,69,2020-01-01 00:00:10,2020-01-01 00:01:09,0.00017930121975950897,0.17808506744248526,1,0.10126117297581264
11,11,70,2020-01-01 00:00:11,2020-01-01 00:01:10,0.00018117399304173887,0.177092222230775,1,0.10126117297581264
12,12,71,2020-01-01 00:00:12,2020-01-01 00:01:11,0.00018238717166241258,0.17627122785363877,1,0.10126117297581264
13,13,72,2020-01-01 00:00:13,2020-01-01 00:01:12,0.00018379105313215405,0.17530780604907442,1,0.10126117297581264
14,14,73,2020-01-01 00:00:14,2020-01-01 00:01:13,0.00018451661162544042,0.17539371975830623,1,0.10126117297581264
15,15,74,2020-01-01 00:00:15,2020-01-01 00:01:14,0.00018534722039476037,0.17191251048019954,1,0.10126117297581264
16,16,75,2020-01-01 00:00:16,2020-01-01 00:01:15,0.00018554230337031186,0.17573516070842743,1,0.10126117297581264
17,17,76,2020-01-01 00:00:17,2020-01-01 00:01:16,0.00018607171659823507,0.17045973667076655,1,0.10126117297581264
